Session_Name_	Trial_Index_	Trial_Recycled_	TRIAL_TYPE	trial_variant	TRIAL_NUMBER	TRIAL_ITERATION_VAL	frame_tilt	rod_tilt	response	step_size	reversal	reversal_num	RT	probe_del	alpha_entrain_refreshes	rod_tilt_val
200218KN	287	False	real	QL	223	7	-15	   -2.00	0	    2.00	0	2	  464.66	-15	5	NULL
200218KN	289	False	real	BL	224	7	15	    4.00	1	   -4.00	0	1	  411.23	-15	7	NULL
200218KN	290	False	real	IR	225	7	-15	   -1.00	0	    1.00	0	3	3589838.00	-15	0	NULL
200218KN	291	False	real	AL	226	7	-15	    1.00	0	    1.00	1	4	  653.82	-15	7	NULL
200218KN	292	False	real	ER	227	7	-15	   -4.00	0	    1.00	1	3	  470.15	-3	7	NULL
200218KN	293	False	real	BR	228	7	15	   -1.00	0	    1.00	0	3	  595.78	-15	7	NULL
200218KN	295	False	real	JR	229	7	15	    2.00	1	   -2.00	0	2	3617210.00	-15	0	NULL
200218KN	296	False	real	MR	230	7	-15	   -4.00	0	    1.00	1	3	3623087.00	-3	0	NULL
200218KN	297	False	real	HL	231	7	15	    4.00	0	    2.00	0	2	 1208.16	-3	5	NULL
200218KN	299	False	real	KL	232	7	-15	   -6.00	0	    1.00	0	4	3639377.00	15	0	NULL
200218KN	301	False	real	LR	233	7	15	    8.00	1	   -2.00	1	2	3649601.00	15	0	NULL
200218KN	302	False	real	PL	234	7	15	    4.00	1	   -4.00	0	1	3655223.00	15	5	NULL
200218KN	303	False	real	NL	235	7	15	    4.00	0	    2.00	1	2	3660424.00	-3	0	NULL
200218KN	304	False	real	RR	236	7	15	   -1.00	0	    1.00	0	3	  533.21	-15	5	NULL
200218KN	305	False	real	CL	237	7	-15	   -2.00	1	   -1.00	1	3	3674184.00	15	7	NULL
200218KN	307	False	real	DR	238	7	15	    2.00	0	    1.00	1	3	3685523.00	15	7	NULL
200218KN	308	False	real	GL	239	7	15	    4.00	0	    2.00	1	2	  689.90	-3	7	NULL
200218KN	311	False	real	OR	240	7	-15	   -4.00	0	    1.00	1	3	3706789.00	15	5	NULL
200218KN	312	False	real	GR	241	7	15	    5.00	1	   -1.00	1	4	  458.19	-3	7	NULL
200218KN	314	False	real	FL	242	7	-15	   -2.00	0	    2.00	0	2	  667.25	-3	5	NULL
200218KN	315	False	real	DL	243	7	15	    4.00	1	   -4.00	0	1	3729753.00	15	7	NULL
200218KN	316	False	real	AR	244	7	-15	   -1.00	0	    1.00	0	3	  562.73	-15	7	NULL
200218KN	318	False	real	PR	245	7	15	    8.00	1	   -2.00	0	2	3742909.00	15	5	NULL
200218KN	319	False	real	OL	246	7	-15	   -2.00	1	   -1.00	1	3	3748347.00	15	5	NULL
200218KN	320	False	real	QR	247	7	-15	   -1.00	0	    1.00	0	3	  608.51	-15	5	NULL
200218KN	321	False	real	RL	248	7	15	   -2.00	0	    2.00	0	2	  479.55	-15	5	NULL
200218KN	323	False	real	IL	249	7	-15	    1.00	1	   -1.00	0	3	3766398.00	-15	0	NULL
200218KN	324	False	real	HR	250	7	15	    5.00	1	   -1.00	1	4	  470.63	-3	5	NULL
200218KN	325	False	real	CR	251	7	-15	   -1.00	1	   -1.00	1	4	3782061.00	15	7	NULL
200218KN	326	False	real	EL	252	7	-15	   -2.00	1	   -1.00	1	3	  841.73	-3	7	NULL
200218KN	328	False	real	QL	253	8	-15	    0.00	1	   -1.00	1	3	 1003.37	-15	5	NULL
200218KN	329	False	real	KL	254	8	-15	   -5.00	0	    1.00	0	4	3806379.00	15	0	NULL
200218KN	330	False	real	NR	255	8	15	    5.00	1	   -1.00	0	4	3813243.00	-3	0	NULL
200218KN	331	False	real	NL	256	8	15	    6.00	1	   -1.00	1	3	3819636.00	-3	0	NULL
200218KN	332	False	real	QR	257	8	-15	    0.00	1	   -1.00	1	4	  789.88	-15	5	NULL
200218KN	333	False	real	HR	258	8	15	    4.00	1	   -1.00	0	4	  340.90	-3	5	NULL
